"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"010021","DALE MEDICAL CENTER","126 HOSPITAL AVE","OZARK","AL","36360","DALE","3347742601","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010022","CHEROKEE MEDICAL CENTER","400 NORTHWOOD DR","CENTRE","AL","35960","CHEROKEE","2569275531","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010023","BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD","MONTGOMERY","AL","36116","MONTGOMERY","3342882100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","MONTGOMERY","AL","36106","MONTGOMERY","3342938000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010029","EAST ALABAMA MEDICAL CENTER","2000 PEPPERELL PARKWAY","OPELIKA","AL","36801","LEE","3347493411","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010032","WEDOWEE HOSPITAL","209 NORTH MAIN STREET","WEDOWEE","AL","36278","RANDOLPH","2563572111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","BIRMINGHAM","AL","35233","JEFFERSON","2059344011","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","TALLASSEE","AL","36078","ELMORE","3342836541","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","AL","35058","CULLMAN","2567372000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010036","ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL","36420","COVINGTON","3342228466","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","AL","36201","CALHOUN","2562358900","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010039","HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL","35801","MADISON","2562651000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","ETOWAH","2564944000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010044","MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","HAMILTON","AL","35570","MARION","2059216200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010045","FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL","35555","FAYETTE","2059325966","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010046","RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL","35901","ETOWAH","2565435200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010047","GEORGIANA MEDICAL CENTER","515 N MIRANDA AVENUE","GEORGIANA","AL","36033","BUTLER","3343762205","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL","36330","COFFEE","3343470584","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010051","GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL","35462","GREENE","2053723388","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010052","LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL","36853","TALLAPOOSA","2568257821","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010054","DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","1874 BELTLINE RD SW","DECATUR","AL","35601","MORGAN","2563502211","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL","36305","HOUSTON","3347935000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010056","ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL","35205","JEFFERSON","2059397000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010058","BIBB MEDICAL CENTER","208 PIERSON AVE","CENTREVILLE","AL","35042","BIBB","2059264881","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010059","LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","MOULTON","AL","35650","LAWRENCE","2569742200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL","35768","JACKSON","2562594444","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","GENEVA","3346843655","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010065","RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","AL","35010","TALLAPOOSA","2563297100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","BARBOUR","3346887271","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010073","CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","ASHLAND","AL","36251","CLAY","2563542131","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","CALHOUN","2562355121","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010079","ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL","35611","LIMESTONE","2562339292","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL","36535","BALDWIN","2519493400","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","2563412000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","MARION","2054877736","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","2514717110","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","2053874000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","2516331000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","CLARKE","2512753191","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","TUSCALOOSA","2057597111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010095","HALE COUNTY HOSPITAL","508 GREEN STREET","GREENSBORO","AL","36744","HALE","3346243024","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","WETUMPKA","AL","36092","ELMORE","3345674311","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010099","D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL","36426","ESCAMBIA","2518678061","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010100","THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL","36532","BALDWIN","2519282375","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","TALLADEGA","2567614542","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010102","J PAUL JONES HOSPITAL","317 MCWILLIAMS AVENUE","CAMDEN","AL","36726","WILCOX","3346824131","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","JEFFERSON","2057833800","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010104","TRINITY MEDICAL CENTER","800 MONTCLAIR RD","BIRMINGHAM","AL","35213","JEFFERSON","2055921000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL","36067","AUTAUGA","3343614267","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON DRIVE","CARROLLTON","AL","35447","PICKENS","2053678111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010110","BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE","UNION SPRINGS","AL","36089","BULLOCK","3347382140","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","MARENGO","3342894000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","36652","MOBILE","2514354700","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","JEFFERSON","2054817000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010118","VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE, BOX 886","MONROEVILLE","AL","36460","MONROE","2515753111","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E     POST OFFICE BOX 780","HALEYVILLE","AL","35565","WINSTON","2054857117","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","3346705000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010128","JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE","JACKSON","AL","36545","CLARKE","2512469021","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AL","36507","BALDWIN","2519375521","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010130","ST VINCENT'S ST CLAIR","7063 VETERANS PARKWAY","PELL CITY","AL","35125","SAINT CLAIR","2053383301","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010131","CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","HUNTSVILLE","AL","35801","MADISON","2568823100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","36925","SUMTER","2053925263","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","JEFFERSON","2058771000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010144","SPRINGHILL MEMORIAL HOSPITAL","3719 DAUPHIN STREET","MOBILE","AL","36608","MOBILE","2513449630","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010146","RMC JACKSONVILLE","1701 SOUTH PELHAM ROAD","JACKSONVILLE","AL","36265","CALHOUN","2567824538","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010148","EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","EVERGREEN","AL","36401","CONECUH","2515782480","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010149","BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","MONTGOMERY","AL","36117","MONTGOMERY","3342448330","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010150","L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","GREENVILLE","AL","36037","BUTLER","3343822200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","MUSCLE SHOALS","AL","35661","COLBERT","2563861601","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE","AL","35653","FRANKLIN","2563321611","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","SYLACAUGA","AL","35150","TALLADEGA","2562495000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","PHENIX CITY","AL","36867","RUSSELL","3347323000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","ATMORE","AL","36502","ESCAMBIA","2513682500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","ANCHORAGE","AK","99508","ANCHORAGE","9072613675","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","PALMER","AK","99645","MATANUSKA SUSITNA","9077468600","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","JUNEAU","AK","99801","JUNEAU","9077968900","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","FAIRBANKS","AK","99701","FAIRBANKS NORTH STAR","9074528181","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","ANCHORAGE","AK","99508","ANCHORAGE","9072761131","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"020018","YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287","BETHEL","AK","99559","BETHEL","9075436300","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","ANCHORAGE","AK","99508","ANCHORAGE","9075632662","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"020027","MT EDGECUMBE HOSPITAL","222 TONGASS DR","SITKA","AK","99835","SITKA","9079662411","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"030001","ABRAZO MARYVALE CAMPUS","5102 WEST CAMPBELL AVENUE","PHOENIX","AZ","85031","MARICOPA","6238485957","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS","1111 EAST MCDOWELL ROAD","PHOENIX","AZ","85006","MARICOPA","6022392000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","TUCSON","AZ","85712","PIMA","5203242931","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","COTTONWOOD","AZ","86326","YAVAPAI","9286396058","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2013","12/31/2013"
